#{"t_start": 1753301393.756704, "env_id": "highway-fast-v0"}
r,l,t
21.985994,30,255.325738
21.253555,30,255.702508
7.702663,12,255.861371
22.053246,30,256.239916
5.033074,8,256.337674
2.219871,4,256.388532
21.619873,30,256.741595
20.18569,30,257.099972
21.485918,30,257.51098
5.820181,9,257.641894
22.420221,30,258.034799
22.286888,30,258.443388
22.117505,30,258.851899
23.04679,30,259.224137
21.68688,30,259.630832
21.535099,30,260.023286
21.719953,30,260.390427
20.886579,30,260.757605
21.419598,30,261.125102
21.985994,30,265.773202
18.653555,26,266.091115
21.520221,30,266.498203
1.749108,3,266.537651
21.486887,30,266.924189
21.885951,30,267.291457
20.153555,30,267.706303
22.152931,30,268.139655
11.386888,18,268.381769
2.786842,5,268.451508
13.566086,20,268.714454
20.620221,30,269.106597
11.219139,15,269.287163
21.853555,30,269.694743
21.66933,30,270.089096
20.386888,30,270.452422
22.020221,30,270.804859
22.53338,30,271.209333
21.953241,30,271.611235
22.053511,30,272.290096
21.953247,30,272.641821
22.020221,30,272.994735
21.053555,30,273.39148
21.552655,30,273.790644
22.020221,30,274.173618
20.886888,30,274.525433
22.020221,30,274.880734
20.520178,30,275.280849
22.020221,30,275.657044
22.020221,30,276.073665
21.88658,30,276.473022
3.019551,5,276.543304
21.986276,30,276.91056
20.753549,30,277.304255
21.553555,30,277.71438
22.652925,30,278.100379
22.686888,30,278.463204
8.686888,12,278.628681
22.22022,30,279.014689
22.15325,30,279.413762
3.919865,6,279.497481
21.286888,30,279.91376
6.186888,10,280.052189
22.286888,30,280.442063
15.397337,19,280.675517
21.486888,30,281.029409
20.486582,30,281.41842
22.186265,30,281.775095
20.386888,30,282.141659
3.050319,5,282.207042
21.886882,30,282.578157
22.553555,30,282.943351
20.153555,30,283.29168
22.052655,30,283.651261
20.020221,30,284.018977
20.486264,30,284.401401
20.720221,30,284.764937
21.319327,30,285.129762
22.020221,30,285.48065
21.920178,30,285.8296
22.22022,30,286.185449
21.120181,30,286.574945
21.953247,30,286.95265
21.569328,30,287.32504
20.486849,30,287.68647
20.453555,30,288.047698
21.32022,30,288.410167
20.153555,30,288.780917
22.419592,30,289.152421
20.886888,30,289.501626
20.919598,30,289.866481
21.920221,30,290.22376
22.286264,30,290.593285
20.286888,30,290.943752
17.020221,26,291.251308
22.253091,30,291.610206
20.153555,30,291.96191
21.919592,30,292.318698
20.81695,30,292.667543
21.919598,30,293.017698
21.820221,30,293.376982
22.820221,30,293.738018
21.553511,30,294.094204
21.835996,30,294.447798
23.086888,30,294.810115
22.419598,30,295.1592
21.853554,30,295.514336
21.686888,30,295.864046
22.23279,30,296.215237
21.62022,30,296.563577
21.020221,30,296.9211
21.553554,30,297.281761
21.786888,30,297.962688
22.420221,30,298.353837
20.820183,30,298.71595
22.553554,30,299.07184
22.020221,30,299.446628
15.019598,21,299.692185
22.153555,30,300.064494
20.020221,30,300.418742
21.953247,30,300.771678
20.653549,30,301.149501
22.020221,30,301.508946
22.08658,30,301.8583
20.420221,30,302.210175
20.620215,30,302.565288
22.020221,30,302.916504
20.153555,30,303.26882
22.020221,30,303.622829
22.153555,30,303.997768
21.853554,30,304.368476
22.020221,30,304.770378
22.153555,30,305.16675
3.586887,6,305.250903
21.586888,30,305.618372
21.419327,30,305.972628
21.853555,30,306.328814
5.119598,8,306.425566
22.151242,30,306.815753
20.153555,30,307.168
21.753555,30,307.532313
21.386888,30,307.909171
22.020221,30,308.274748
22.953549,30,308.679992
20.020221,30,309.058227
21.486882,30,309.412508
20.853554,30,309.794107
22.15325,30,310.15035
20.153555,30,310.508526
20.253555,30,310.861284
22.020221,30,311.218227
21.753548,30,311.566431
21.985994,30,311.944329
22.519327,30,312.315971
22.020221,30,312.703043
21.850305,30,313.072617
21.720221,30,313.425281
22.22022,30,313.771482
21.953247,30,314.126646
20.753554,30,314.479761
20.919645,30,314.837033
22.286888,30,315.216501
20.420221,30,315.588278
20.120221,30,315.945542
22.020221,30,316.304095
20.585994,30,316.669101
22.153555,30,317.031084
21.720221,30,317.402364
21.886888,30,317.786301
21.086888,30,318.153098
21.786842,30,318.518467
11.652617,17,318.754018
20.386888,30,319.147233
21.586888,30,319.503216
22.020221,30,319.864506
20.153554,30,320.229685
22.186573,30,320.611222
22.12022,30,320.996178
21.253555,30,321.374606
21.920178,30,321.737849
21.902663,30,322.127175
22.020221,30,322.503589
21.619598,30,323.135104
20.920178,30,323.509313
21.786888,30,323.86085
21.820221,30,324.213943
21.553555,30,324.585184
20.020221,30,324.954807
